id_aluno,nome,curso,periodo,cr,faltas,situacao_financeira,reprovacoes,idade,evadiu
635,Gustavo Leite,Engenharia Civil,7.0,6.5,4.0,estavel,0.0,18.0,0
636,Vera Moura,Engenharia Civil,8.0,4.5,21.0,dificuldade,3.0,18.0,1
637,Victor Ribeiro,Direito,2.0,5.4,19.0,dificuldade,0.0,20.0,1
638,Igor Rezende,Administração,2.0,7.6,4.0,estavel,0.0,19.0,0
639,Henrique Silva,Direito,1.0,7.2,1.0,intermediaria,0.0,25.0,0
640,Beatriz Pires,Medicina,7.0,3.0,24.0,estavel,3.0,22.0,1
641,Luana Carvalho,Administração,8.0,4.6,2.0,intermediaria,0.0,23.0,0
642,Sabrina Almeida,Ciência da Computação,3.0,4.6,31.0,intermediaria,5.0,22.0,1
643,Kevin Barros,Ciência da Computação,2.0,6.7,6.0,estavel,0.0,23.0,0
644,Vanessa Nunes,Medicina,4.0,6.4,5.0,intermediaria,2.0,29.0,0
645,Olivia Brito,Administração,4.0,7.0,12.0,intermediaria,1.0,29.0,0
646,Débora Ferreira,Direito,1.0,6.2,4.0,dificuldade,0.0,17.0,0
647,Aline Lemos,Ciência da Computação,3.0,7.6,3.0,dificuldade,0.0,29.0,0
648,Juliana Leal,Ciência da Computação,8.0,8.3,1.0,intermediaria,0.0,23.0,0
649,Karla Andrade,Engenharia Civil,8.0,5.7,5.0,intermediaria,0.0,25.0,0
650,Patricia Melo,Direito,6.0,4.6,9.0,intermediaria,1.0,23.0,1
651,Tatiana Neto,Ciência da Computação,8.0,7.1,2.0,estavel,0.0,25.0,0
652,Giovanna Borges,Administração,2.0,5.1,1.0,estavel,0.0,17.0,0
653,Larissa Dias,Administração,2.0,3.9,11.0,intermediaria,3.0,21.0,1
654,Guilherme Medeiros,Engenharia Civil,6.0,8.0,10.0,intermediaria,0.0,34.0,0
655,Roberto Dias,Direito,1.0,7.0,2.0,estavel,0.0,19.0,0
656,Vera Freitas,Medicina,7.0,3.9,5.0,intermediaria,2.0,18.0,1
657,Isabela Correia,Direito,4.0,5.2,3.0,intermediaria,0.0,21.0,0
658,Lucas Duarte,Medicina,4.0,6.5,5.0,intermediaria,0.0,28.0,0
659,Tiago Cruz,Direito,1.0,8.6,3.0,estavel,2.0,24.0,0
660,Bruna Duarte,Ciência da Computação,7.0,7.8,6.0,intermediaria,3.0,21.0,0
661,Danilo Guimarães,Medicina,4.0,6.0,3.0,estavel,0.0,23.0,0
662,Thiago Dias,Administração,5.0,5.9,3.0,intermediaria,1.0,29.0,0
663,Beatriz Dantas,Direito,3.0,4.0,17.0,dificuldade,2.0,17.0,1
664,Felipe Queiroz,Direito,4.0,5.6,1.0,dificuldade,,20.0,0
665,Débora Magalhães,Direito,5.0,8.5,2.0,estavel,2.0,23.0,0
666,Wagner Santos,Medicina,3.0,6.2,3.0,estavel,1.0,18.0,0
667,Renata Leite,Medicina,1.0,3.7,17.0,dificuldade,0.0,23.0,1
668,Ulisses Fonseca,Direito,3.0,6.0,8.0,intermediaria,0.0,27.0,0
669,Leonardo Lopes,Medicina,6.0,7.4,2.0,intermediaria,0.0,21.0,0
670,Larissa Duarte,Medicina,7.0,4.4,2.0,intermediaria,0.0,20.0,0
671,Flávia Costa,Engenharia Civil,2.0,6.1,7.0,estavel,2.0,29.0,0
672,Roberto Mendes,Administração,6.0,7.3,14.0,intermediaria,1.0,23.0,0
673,Giovanna Cruz,Medicina,2.0,7.1,0.0,intermediaria,0.0,34.0,0
674,Nara Nascimento,Administração,7.0,6.9,29.0,intermediaria,0.0,24.0,1
675,Iara Lemos,Medicina,,4.0,5.0,dificuldade,1.0,28.0,1
676,Marcelo Vieira,Ciência da Computação,2.0,6.9,8.0,intermediaria,0.0,30.0,0
677,Larissa Silva,Medicina,3.0,9.1,13.0,intermediaria,1.0,20.0,0
678,Paulo Brito,Medicina,1.0,6.0,3.0,intermediaria,0.0,21.0,0
679,Talita Azevedo,Ciência da Computação,1.0,4.4,16.0,intermediaria,4.0,17.0,1
680,Samuel Assis,Administração,4.0,5.3,15.0,dificuldade,2.0,21.0,1
681,Rafael Pires,Engenharia Civil,7.0,,3.0,dificuldade,2.0,22.0,0
682,Wagner Castro,Administração,5.0,6.7,7.0,dificuldade,1.0,26.0,0
683,Juliana Nascimento,Direito,8.0,3.4,3.0,intermediaria,4.0,18.0,1
684,Gabriela Dias,Medicina,8.0,6.3,2.0,estavel,4.0,27.0,0
685,Bernardo Oliveira,Ciência da Computação,3.0,5.6,5.0,dificuldade,1.0,29.0,0
686,Simone Correia,Medicina,2.0,,30.0,intermediaria,2.0,22.0,1
687,Samuel Ferreira,Ciência da Computação,6.0,6.0,3.0,estavel,1.0,26.0,0
688,Guilherme Pereira,Engenharia Civil,7.0,8.0,3.0,estavel,1.0,,0
689,Thiago Rodrigues,Engenharia Civil,8.0,4.7,18.0,intermediaria,0.0,23.0,1
690,Pedro Ferreira,Administração,3.0,4.3,18.0,dificuldade,0.0,21.0,1
691,Felipe Rocha,Engenharia Civil,4.0,6.1,5.0,intermediaria,1.0,20.0,0
692,Elena Castro,Engenharia Civil,8.0,6.9,1.0,intermediaria,1.0,21.0,0
693,Joana Cardoso,Medicina,1.0,5.0,28.0,dificuldade,2.0,27.0,1
694,Otávio Correia,Administração,7.0,,7.0,intermediaria,0.0,21.0,0
695,Yasmin Vargas,Direito,5.0,5.6,2.0,estavel,0.0,24.0,0
696,José Dantas,Medicina,7.0,5.8,13.0,dificuldade,0.0,18.0,0
697,Queila Lopes,Medicina,5.0,6.9,5.0,estavel,1.0,26.0,0
698,Rafael Coelho,Direito,8.0,6.2,2.0,intermediaria,0.0,26.0,0
699,Eloisa Dantas,Engenharia Civil,5.0,6.3,7.0,dificuldade,2.0,27.0,1
700,Ana Gomes,Medicina,2.0,6.9,13.0,estavel,2.0,21.0,0
701,Pedro Alves,Ciência da Computação,3.0,5.0,28.0,intermediaria,2.0,18.0,1
702,Natalia Freitas,Administração,6.0,8.1,2.0,estavel,2.0,26.0,0
703,Fernanda Cardoso,Administração,7.0,3.4,16.0,dificuldade,4.0,22.0,1
704,Marcelo Leal,Ciência da Computação,5.0,,2.0,intermediaria,0.0,18.0,0
705,Roberto Monteiro,Ciência da Computação,3.0,7.4,0.0,dificuldade,2.0,25.0,0
706,Tiago Leite,Direito,3.0,5.4,5.0,estavel,1.0,30.0,0
707,Bernardo Leal,Engenharia Civil,8.0,6.7,2.0,intermediaria,0.0,18.0,0
708,Ulisses Coelho,Ciência da Computação,2.0,6.4,14.0,estavel,0.0,25.0,0
709,Talita Vieira,Medicina,3.0,4.9,18.0,estavel,1.0,24.0,0
710,Queila Teixeira,Administração,4.0,6.2,,intermediaria,0.0,27.0,0
711,Simone Nunes,Direito,6.0,4.8,2.0,intermediaria,0.0,26.0,0
712,Aline Pinto,Engenharia Civil,3.0,5.4,15.0,intermediaria,,20.0,0
713,Daniela Santos,Administração,5.0,7.3,4.0,intermediaria,0.0,20.0,0
714,Marcelo Alves,Ciência da Computação,4.0,3.7,40.0,dificuldade,0.0,22.0,1
715,Nicolas Santos,Engenharia Civil,2.0,6.2,2.0,intermediaria,0.0,19.0,0
716,Queila Teixeira,Administração,5.0,4.5,14.0,intermediaria,1.0,25.0,1
717,Valentina Barbosa,Engenharia Civil,4.0,3.4,22.0,intermediaria,2.0,19.0,1
718,Diego Duarte,Ciência da Computação,2.0,7.7,5.0,estavel,1.0,22.0,0
719,Queila Cardoso,Administração,6.0,6.7,1.0,dificuldade,0.0,20.0,0
720,Vanessa Carvalho,Direito,8.0,4.5,25.0,intermediaria,3.0,30.0,1
721,Adriana Matos,Administração,,8.0,3.0,intermediaria,2.0,23.0,0
722,Sabrina Alves,Direito,5.0,3.9,10.0,intermediaria,5.0,22.0,1
723,Aline Moreira,Engenharia Civil,5.0,4.0,8.0,dificuldade,6.0,19.0,1
724,Yasmin Rodrigues,Direito,3.0,7.1,0.0,estavel,1.0,21.0,0
725,Karla Almeida,Engenharia Civil,8.0,7.3,4.0,intermediaria,0.0,24.0,0
726,Patricia Correia,Ciência da Computação,5.0,3.8,11.0,intermediaria,1.0,22.0,1
727,Giovanna Leal,Direito,3.0,6.7,3.0,estavel,1.0,19.0,0
728,Otávio Neto,Direito,1.0,6.7,0.0,intermediaria,0.0,25.0,0
729,Nara Silva,Direito,6.0,7.2,30.0,estavel,0.0,30.0,0
730,Gabriela Costa,Administração,5.0,6.7,3.0,estavel,,23.0,0
731,Henrique Barbosa,Medicina,,6.2,9.0,estavel,0.0,22.0,0
732,Giovanna Araújo,Direito,3.0,5.9,1.0,estavel,0.0,25.0,0
733,Alexandre Siqueira,Direito,6.0,7.1,0.0,estavel,1.0,23.0,0
734,Isabella Gonçalves,Medicina,7.0,6.2,1.0,intermediaria,1.0,21.0,0
735,Bernardo Batista,Engenharia Civil,7.0,4.5,4.0,dificuldade,6.0,23.0,1
736,Rafael Queiroz,Ciência da Computação,1.0,6.3,0.0,intermediaria,0.0,28.0,0
737,Marina Coelho,Ciência da Computação,1.0,4.6,2.0,intermediaria,0.0,23.0,0
738,Gabriela Nascimento,Direito,4.0,4.0,23.0,intermediaria,2.0,25.0,1
739,Karla Lopes,Medicina,7.0,,24.0,estavel,2.0,24.0,0
740,José Oliveira,Direito,5.0,4.8,40.0,dificuldade,3.0,19.0,1
741,Felipe Oliveira,Direito,4.0,7.5,1.0,estavel,0.0,29.0,0
742,Caio Coelho,Administração,6.0,,0.0,intermediaria,0.0,22.0,0
743,Ursula Amaral,Medicina,5.0,3.5,11.0,intermediaria,4.0,20.0,1
744,Gustavo Duarte,Ciência da Computação,5.0,7.4,3.0,dificuldade,1.0,25.0,0
745,Patricia Barros,Medicina,4.0,5.7,15.0,dificuldade,2.0,28.0,1
746,Mariana Melo,Administração,8.0,7.5,4.0,intermediaria,0.0,26.0,0
747,Rodrigo Batista,Engenharia Civil,6.0,7.7,6.0,intermediaria,0.0,33.0,0
748,Paulo Melo,Medicina,8.0,6.7,0.0,intermediaria,0.0,26.0,0
749,Ximena Lima,Medicina,6.0,7.0,2.0,intermediaria,2.0,20.0,0
750,Felipe Pereira,Medicina,8.0,7.7,2.0,estavel,0.0,22.0,0
751,Guilherme Cardoso,Administração,5.0,3.4,9.0,intermediaria,4.0,19.0,1
752,Queila Ribeiro,Direito,5.0,2.8,18.0,intermediaria,4.0,20.0,1
753,Fábio Vieira,Direito,8.0,7.6,3.0,intermediaria,1.0,28.0,0
754,Samuel Dias,Medicina,4.0,5.0,2.0,estavel,0.0,32.0,0
755,Tatiana Alves,Administração,1.0,6.1,5.0,estavel,0.0,30.0,0
756,Giovanna Cardoso,Administração,3.0,6.5,8.0,dificuldade,0.0,18.0,0
757,Bruna Moura,Administração,3.0,2.9,26.0,intermediaria,0.0,22.0,1
758,Carla Santos,Medicina,6.0,6.2,1.0,intermediaria,1.0,19.0,0
759,Joana Magalhães,Direito,8.0,4.5,6.0,intermediaria,3.0,21.0,1
760,Eloisa Ramos,Administração,5.0,3.4,40.0,dificuldade,2.0,27.0,1
761,Fernanda Santos,Administração,6.0,6.9,0.0,estavel,0.0,18.0,0
762,Rafael Santos,Medicina,1.0,6.0,9.0,dificuldade,0.0,26.0,0
763,Fernanda Silva,Ciência da Computação,1.0,5.1,2.0,intermediaria,1.0,21.0,0
764,Juliana Braga,Engenharia Civil,8.0,3.7,29.0,estavel,2.0,18.0,1
765,Ursula Xavier,Medicina,2.0,4.3,2.0,estavel,1.0,18.0,0
766,Natalia Siqueira,Medicina,2.0,3.6,19.0,dificuldade,4.0,21.0,1
767,Natalia Medeiros,Engenharia Civil,1.0,5.6,4.0,intermediaria,0.0,26.0,0
768,Bruna Cavalcanti,Ciência da Computação,7.0,5.5,0.0,estavel,0.0,25.0,0
769,João Ribeiro,Direito,7.0,7.9,16.0,intermediaria,0.0,29.0,0
770,Flávia Queiroz,Ciência da Computação,1.0,5.4,2.0,intermediaria,0.0,23.0,0
771,Hana Souza,Ciência da Computação,4.0,6.9,0.0,estavel,0.0,20.0,0
772,Queila Gomes,Medicina,3.0,4.2,6.0,intermediaria,3.0,34.0,1
773,Valentina Leite,Ciência da Computação,2.0,4.1,30.0,intermediaria,2.0,24.0,1
774,Yasmin Coelho,Administração,8.0,7.1,7.0,estavel,1.0,21.0,0
775,Victor Moreira,Administração,7.0,5.0,6.0,estavel,0.0,23.0,0
776,Kevin Cavalcanti,Ciência da Computação,7.0,5.7,2.0,intermediaria,0.0,24.0,0
777,Olivia Andrade,Ciência da Computação,5.0,7.6,5.0,dificuldade,0.0,28.0,0
778,Gabriela Oliveira,Administração,6.0,5.1,2.0,estavel,0.0,25.0,0
779,Felipe Azevedo,Direito,1.0,4.7,16.0,dificuldade,3.0,19.0,1
780,João Nascimento,Medicina,2.0,6.8,11.0,intermediaria,0.0,20.0,0
781,Queila Andrade,Direito,6.0,7.5,8.0,estavel,1.0,21.0,0
782,Patricia Freitas,Engenharia Civil,7.0,6.2,0.0,estavel,0.0,37.0,0
783,Priscila Santos,Administração,5.0,4.3,40.0,intermediaria,2.0,32.0,1
784,Luana Correia,Administração,5.0,5.6,40.0,dificuldade,2.0,20.0,1
785,Valentina Mendes,Medicina,5.0,6.7,0.0,intermediaria,0.0,23.0,0
786,Wanessa Souza,Administração,2.0,7.7,4.0,intermediaria,0.0,19.0,0
787,Queila Amaral,Administração,4.0,4.4,12.0,dificuldade,0.0,21.0,1
788,Queila Andrade,Medicina,5.0,6.8,4.0,intermediaria,1.0,21.0,0
789,Patricia Alves,Engenharia Civil,4.0,5.6,6.0,intermediaria,1.0,20.0,0
790,Adriana Moreira,Engenharia Civil,3.0,6.1,2.0,dificuldade,3.0,26.0,0
791,Nathan Xavier,Ciência da Computação,3.0,3.7,40.0,intermediaria,3.0,30.0,1
792,Wagner Souza,Medicina,4.0,5.1,5.0,intermediaria,0.0,24.0,0
793,Vera Silva,Engenharia Civil,2.0,7.2,6.0,estavel,0.0,21.0,0
794,Kevin Costa,Engenharia Civil,5.0,4.9,9.0,intermediaria,2.0,27.0,1
795,Carla Nunes,Ciência da Computação,8.0,4.0,21.0,dificuldade,5.0,17.0,1
796,Ximena Cunha,Medicina,6.0,7.2,4.0,estavel,0.0,21.0,0
797,Marcelo Souza,Medicina,1.0,5.4,1.0,estavel,2.0,18.0,0
798,Carlos Fonseca,Medicina,8.0,4.4,10.0,intermediaria,,37.0,1
799,Henrique Mendes,Direito,6.0,6.3,0.0,estavel,1.0,19.0,0
800,Tiago Almeida,Direito,1.0,5.9,0.0,intermediaria,1.0,29.0,0
801,Samuel Rodrigues,Medicina,5.0,2.4,,intermediaria,3.0,30.0,1
802,Fernanda Cavalcanti,Administração,5.0,3.8,30.0,dificuldade,1.0,34.0,1
803,Luana Brito,Ciência da Computação,2.0,6.8,6.0,dificuldade,0.0,,0
804,Lucas Torres,Direito,5.0,6.3,3.0,intermediaria,2.0,25.0,0
805,Wesley Correia,Direito,2.0,3.6,38.0,intermediaria,3.0,32.0,1
806,Bruno Melo,Medicina,3.0,3.3,17.0,intermediaria,5.0,25.0,1
807,Priscila Matos,Administração,6.0,3.5,27.0,dificuldade,2.0,28.0,1
808,Patricia Brito,Direito,8.0,6.5,0.0,estavel,0.0,19.0,0
809,Diego Campos,Administração,4.0,5.4,6.0,estavel,2.0,29.0,0
810,Ursula Rezende,Direito,5.0,6.1,1.0,estavel,0.0,23.0,0
811,Adriana Rodrigues,Ciência da Computação,7.0,2.8,20.0,dificuldade,3.0,27.0,1
812,Larissa Ribeiro,Administração,4.0,4.6,36.0,dificuldade,6.0,24.0,1
813,Marina Pinto,Engenharia Civil,5.0,6.2,3.0,estavel,2.0,29.0,0
814,Gabriela Lemos,Administração,7.0,2.2,23.0,intermediaria,4.0,22.0,1
815,Juliana Lopes,Direito,1.0,7.4,8.0,estavel,2.0,21.0,0
816,Alexandre Mendes,Administração,4.0,5.7,0.0,intermediaria,0.0,31.0,0
817,Eloisa Brito,Ciência da Computação,7.0,5.6,4.0,intermediaria,1.0,,0
818,Hana Vieira,Ciência da Computação,,4.8,40.0,dificuldade,2.0,17.0,1
819,Camila Barbosa,Medicina,3.0,3.9,21.0,estavel,,27.0,0
820,Patricia Queiroz,Engenharia Civil,6.0,5.9,9.0,estavel,4.0,26.0,0
821,Danilo Azevedo,Direito,7.0,4.5,28.0,dificuldade,2.0,28.0,1
822,Gustavo Santos,Medicina,1.0,4.8,12.0,estavel,3.0,26.0,1
823,Patricia Lemos,Direito,5.0,8.2,7.0,intermediaria,0.0,24.0,0
824,Alexandre Campos,Engenharia Civil,7.0,5.8,1.0,estavel,0.0,18.0,0
825,Rafael Nunes,Direito,3.0,6.4,5.0,intermediaria,2.0,28.0,0
826,Ximena Ramos,Medicina,4.0,6.0,0.0,intermediaria,0.0,31.0,0
827,Elena Nogueira,Direito,6.0,5.2,1.0,intermediaria,0.0,19.0,0
828,Hugo Azevedo,Direito,1.0,6.1,2.0,intermediaria,0.0,26.0,0
829,Thiago Vargas,Medicina,2.0,5.7,8.0,intermediaria,1.0,19.0,0
830,Karla Cunha,Direito,2.0,2.6,35.0,intermediaria,1.0,30.0,1
831,Pedro Pinto,Ciência da Computação,1.0,5.8,6.0,intermediaria,0.0,20.0,0
832,Bruno Queiroz,Medicina,5.0,3.5,4.0,intermediaria,2.0,24.0,1
833,Marcelo Alves,Direito,1.0,2.8,6.0,dificuldade,5.0,20.0,1
834,Adriana Viana,Direito,2.0,7.3,7.0,intermediaria,1.0,24.0,0
835,Eloisa Souza,Direito,2.0,5.9,3.0,estavel,0.0,31.0,0
836,Marcelo Silva,Medicina,4.0,6.0,4.0,estavel,0.0,19.0,0
837,Hana Assis,Engenharia Civil,6.0,8.2,3.0,intermediaria,1.0,23.0,0
838,Juliana Araújo,Ciência da Computação,2.0,6.5,,intermediaria,0.0,21.0,0
839,Débora Matos,Engenharia Civil,1.0,7.3,3.0,intermediaria,2.0,23.0,0
840,Guilherme Pereira,Medicina,4.0,3.3,28.0,dificuldade,0.0,28.0,1
841,Sabrina Silva,Engenharia Civil,6.0,4.7,,dificuldade,3.0,27.0,1
842,Danilo Azevedo,Engenharia Civil,5.0,3.4,12.0,intermediaria,1.0,27.0,1
843,Patricia Siqueira,Ciência da Computação,6.0,5.7,4.0,intermediaria,0.0,,0
844,Roberto Teixeira,Direito,5.0,2.8,40.0,dificuldade,2.0,23.0,1
845,Sônia Lopes,Ciência da Computação,8.0,3.1,27.0,dificuldade,5.0,19.0,1
846,José Leal,Administração,4.0,4.3,12.0,intermediaria,2.0,19.0,1
847,Diego Santos,Engenharia Civil,4.0,6.0,1.0,intermediaria,0.0,24.0,0
848,Alexandre Cunha,Ciência da Computação,5.0,6.8,2.0,intermediaria,1.0,27.0,0
849,Nathan Duarte,Engenharia Civil,6.0,5.6,15.0,estavel,0.0,22.0,0
850,Elena Cavalcanti,Engenharia Civil,2.0,5.2,1.0,dificuldade,0.0,27.0,0
851,Bruna Barros,Administração,8.0,7.1,2.0,estavel,0.0,,0
852,Beatriz Correia,Administração,7.0,3.5,12.0,estavel,0.0,37.0,1
853,Samuel Vargas,Ciência da Computação,5.0,6.2,2.0,intermediaria,2.0,19.0,0
854,Eduardo Oliveira,Direito,5.0,4.9,11.0,intermediaria,0.0,18.0,1
855,Beatriz Silva,Engenharia Civil,2.0,6.7,8.0,intermediaria,0.0,27.0,0
856,Gustavo Brito,Engenharia Civil,2.0,7.0,1.0,estavel,1.0,25.0,0
857,Karla Matos,Medicina,6.0,7.0,5.0,estavel,0.0,23.0,0
858,Samuel Leite,Direito,2.0,4.5,28.0,dificuldade,3.0,24.0,1
859,Diego Magalhães,Medicina,6.0,7.5,,intermediaria,0.0,18.0,0
860,Kevin Nunes,Engenharia Civil,8.0,5.2,22.0,intermediaria,1.0,27.0,1
861,Pedro Monteiro,Direito,3.0,4.9,5.0,intermediaria,1.0,30.0,0
862,Vanessa Borges,Ciência da Computação,2.0,6.2,1.0,estavel,0.0,23.0,0
863,Juliana Alves,Medicina,4.0,8.3,6.0,estavel,2.0,19.0,0
864,Giovanna Cruz,Engenharia Civil,4.0,6.6,1.0,intermediaria,0.0,29.0,0
865,Diego Amaral,Administração,1.0,7.2,2.0,intermediaria,2.0,25.0,0
866,Victor Andrade,Engenharia Civil,4.0,7.0,5.0,intermediaria,0.0,20.0,0
867,Caio Almeida,Ciência da Computação,4.0,6.7,3.0,estavel,0.0,23.0,0
868,Débora Guimarães,Medicina,3.0,5.2,20.0,dificuldade,1.0,23.0,1
869,Tiago Monteiro,Medicina,3.0,5.1,18.0,intermediaria,1.0,21.0,1
870,Otávio Medeiros,Ciência da Computação,3.0,7.0,11.0,estavel,0.0,18.0,0
871,Camila Guimarães,Direito,4.0,4.8,21.0,dificuldade,4.0,33.0,1
872,Luana Andrade,Ciência da Computação,4.0,6.5,11.0,estavel,3.0,24.0,0
873,Rodrigo Braga,Engenharia Civil,2.0,7.0,1.0,estavel,0.0,30.0,0
874,Priscila Freitas,Ciência da Computação,5.0,5.7,6.0,estavel,0.0,23.0,0
875,Fábio Rocha,Administração,5.0,9.4,2.0,estavel,0.0,25.0,0
876,Thiago Martins,Ciência da Computação,8.0,6.3,9.0,estavel,1.0,22.0,0
877,Nara Santos,Administração,4.0,6.3,2.0,estavel,0.0,31.0,0
878,Alexandre Souza,Direito,5.0,3.0,19.0,intermediaria,1.0,19.0,1
879,Hugo Nascimento,Ciência da Computação,2.0,4.6,33.0,dificuldade,3.0,23.0,1
880,Diego Medeiros,Administração,7.0,4.8,8.0,intermediaria,1.0,24.0,0
881,Patricia Melo,Engenharia Civil,,,11.0,estavel,0.0,26.0,0
882,Vanessa Azevedo,Engenharia Civil,3.0,3.3,15.0,dificuldade,1.0,30.0,1
883,Ximena Nunes,Direito,2.0,5.5,33.0,dificuldade,3.0,24.0,1
884,Vanessa Duarte,Medicina,1.0,4.4,29.0,dificuldade,3.0,17.0,1
885,Gustavo Braga,Direito,1.0,5.6,1.0,intermediaria,0.0,26.0,0
886,Tatiana Barbosa,Direito,7.0,7.1,7.0,intermediaria,0.0,28.0,0
887,Vera Machado,Ciência da Computação,2.0,,2.0,intermediaria,0.0,19.0,0
888,Juliana Moreira,Medicina,1.0,7.5,7.0,intermediaria,0.0,22.0,0
889,Ximena Cardoso,Medicina,7.0,4.7,36.0,intermediaria,3.0,28.0,1
890,Leonardo Castro,Direito,3.0,,2.0,intermediaria,1.0,26.0,0
891,Rodrigo Melo,Engenharia Civil,8.0,7.0,1.0,intermediaria,0.0,19.0,0
892,Elena Gonçalves,Ciência da Computação,1.0,3.6,37.0,intermediaria,0.0,19.0,1
893,Bernardo Freitas,Administração,3.0,3.0,10.0,intermediaria,0.0,24.0,1
894,Matheus Medeiros,Ciência da Computação,1.0,7.8,2.0,intermediaria,0.0,19.0,0
895,Adriana Lima,Engenharia Civil,8.0,7.2,14.0,dificuldade,0.0,25.0,0
896,Wanessa Pinto,Medicina,8.0,6.9,4.0,estavel,1.0,30.0,0
897,Pedro Nogueira,Direito,4.0,6.8,1.0,intermediaria,2.0,26.0,0
898,Yasmin Queiroz,Direito,3.0,3.6,33.0,intermediaria,0.0,22.0,1
899,Helena Almeida,Direito,5.0,6.0,10.0,estavel,0.0,22.0,0
900,Alexandre Borges,Direito,1.0,5.9,3.0,intermediaria,0.0,19.0,0
901,Elena Castro,Engenharia Civil,3.0,7.3,7.0,intermediaria,0.0,19.0,0
902,Valentina Cunha,Engenharia Civil,7.0,6.0,0.0,intermediaria,0.0,25.0,0
903,Priscila Santos,Engenharia Civil,3.0,7.1,5.0,intermediaria,0.0,19.0,0
904,Talita Leite,Medicina,6.0,3.7,16.0,intermediaria,2.0,26.0,1
905,Hugo Matos,Ciência da Computação,2.0,,40.0,estavel,1.0,27.0,1
906,Aline Guimarães,Direito,8.0,6.3,11.0,intermediaria,1.0,26.0,0
907,Sabrina Matos,Engenharia Civil,8.0,4.2,11.0,intermediaria,2.0,25.0,1
908,Sônia Barbosa,Direito,8.0,7.6,3.0,intermediaria,0.0,17.0,0
909,Carla Pereira,Ciência da Computação,8.0,5.2,6.0,dificuldade,2.0,20.0,0
910,Vanessa Nogueira,Administração,4.0,3.5,28.0,intermediaria,0.0,,1
911,Guilherme Andrade,Direito,2.0,4.4,21.0,intermediaria,2.0,23.0,1
912,Eduardo Machado,Administração,2.0,6.7,5.0,estavel,1.0,25.0,0
913,Fernanda Ramos,Ciência da Computação,2.0,6.0,5.0,intermediaria,2.0,19.0,0
914,Joana Teixeira,Ciência da Computação,1.0,4.5,0.0,intermediaria,0.0,19.0,0
915,Olivia Cardoso,Medicina,4.0,8.9,2.0,intermediaria,0.0,20.0,0
916,Isabela Borges,Direito,2.0,5.5,1.0,dificuldade,0.0,26.0,0
917,Hana Siqueira,Engenharia Civil,3.0,5.0,11.0,estavel,1.0,21.0,0
918,Flávia Torres,Administração,7.0,4.1,40.0,estavel,1.0,26.0,1
919,Diego Pereira,Ciência da Computação,8.0,7.3,,estavel,0.0,24.0,0
920,Renata Freitas,Medicina,4.0,4.3,7.0,intermediaria,3.0,22.0,1
921,Larissa Queiroz,Ciência da Computação,5.0,6.3,28.0,intermediaria,0.0,19.0,1
922,Fábio Viana,Medicina,5.0,7.1,2.0,intermediaria,0.0,20.0,0
923,Natalia Barbosa,Administração,1.0,8.7,11.0,estavel,2.0,20.0,0
924,Sabrina Dias,Engenharia Civil,6.0,7.3,2.0,intermediaria,1.0,18.0,0
925,Rodrigo Silva,Ciência da Computação,2.0,5.9,3.0,estavel,0.0,25.0,0
926,Bruna Siqueira,Engenharia Civil,5.0,3.6,19.0,intermediaria,2.0,27.0,1
927,Henrique Andrade,Direito,8.0,6.1,2.0,intermediaria,2.0,24.0,0
928,Olivia Lima,Engenharia Civil,5.0,5.6,3.0,dificuldade,1.0,22.0,0
929,Valentina Rocha,Ciência da Computação,4.0,5.3,0.0,intermediaria,2.0,22.0,0
930,Rodrigo Martins,Administração,3.0,6.0,5.0,dificuldade,1.0,19.0,0
931,Aline Neto,Administração,7.0,6.8,3.0,intermediaria,2.0,30.0,0
932,Priscila Braga,Direito,8.0,6.8,5.0,intermediaria,0.0,27.0,0
933,João Vargas,Engenharia Civil,4.0,5.3,6.0,intermediaria,0.0,23.0,0
934,Gabriela Lopes,Administração,2.0,8.1,9.0,intermediaria,0.0,21.0,0
935,José Gomes,Ciência da Computação,8.0,2.0,38.0,dificuldade,1.0,25.0,1
936,Matheus Fonseca,Engenharia Civil,5.0,5.7,4.0,intermediaria,1.0,31.0,0
937,Sônia Martins,Engenharia Civil,2.0,5.9,12.0,intermediaria,2.0,19.0,0
938,Lucas Gonçalves,Direito,5.0,6.8,11.0,dificuldade,0.0,23.0,0
939,Queila Guimarães,Ciência da Computação,1.0,3.6,8.0,intermediaria,0.0,21.0,1
940,Bernardo Andrade,Direito,5.0,7.0,4.0,dificuldade,2.0,21.0,0
941,Juliana Andrade,Engenharia Civil,8.0,3.0,13.0,intermediaria,1.0,18.0,1
942,Juliana Lemos,Medicina,4.0,6.7,3.0,intermediaria,0.0,22.0,0
943,Pedro Batista,Ciência da Computação,3.0,7.1,7.0,estavel,3.0,23.0,0
944,Simone Lopes,Administração,4.0,7.8,2.0,intermediaria,1.0,20.0,0
945,Elias Siqueira,Direito,7.0,3.8,0.0,intermediaria,,20.0,0
946,Simone Souza,Engenharia Civil,4.0,5.7,1.0,intermediaria,0.0,18.0,0
947,Bernardo Cavalcanti,Administração,6.0,5.9,5.0,intermediaria,1.0,19.0,0
948,Débora Moreira,Engenharia Civil,2.0,5.3,1.0,estavel,0.0,20.0,0
949,Leonardo Lima,Engenharia Civil,7.0,6.0,2.0,estavel,0.0,20.0,0
